,CMC,Name,Rarity,Type_x,Card Kingdom ($),TCGPlayer ($),Face to Face ($),Cardmarket (€),Cardhoarder (Event Ticket - TIX),Salt,Decks,Inclusion,Mana Cost,Text,Stats,URL
360,2.0,Manaweft Sliver,U,Creature,0.59,0.5,0.73,0.69,0.03,0.51,23313.0,1.5,{1}{G},Sliver creatures you control have “{T}: Add one mana of any color.”,1/1,https://scryfall.com/card/cmm/900/manaweft-sliver
361,4.0,Oakhame Adversary,U,Creature,0.35,0.16,0.18,0.09,0.03,0.12,23210.0,1.5,{3}{G},"This spell costs{2}less to cast if an opponent controls a green permanent.DeathtouchWhenever Oakhame Adversary deals combat damage to a player, draw a card.",2/3,https://scryfall.com/card/eld/167/oakhame-adversary
362,1.0,Sakura-Tribe Scout,C,Creature,1.49,1.09,1.47,0.89,0.03,0.19,23142.0,1.5,{G},{T}: You may put a land card from your hand onto the battlefield.,1/1,https://scryfall.com/card/fmb1/78/sakura-tribe-scout
363,3.0,Arachnogenesis,R,Instant,4.99,4.1,5.52,5.33,0.16,0.56,23059.0,1.5,{2}{G},"Create X 1/2 green Spider creature tokens with reach, where X is the number of creatures attacking you. Prevent all combat damage that would be dealt this turn by non-Spider creatures.",,https://scryfall.com/card/cmm/272/arachnogenesis
364,6.0,Surrak and Goreclaw,R,Creature,4.99,3.37,5.15,1.98,0.02,0.21,23003.0,1.5,{4}{G}{G},"TrampleOther creatures you control have trample.Whenever another nontoken creature enters the battlefield under your control, put a +1/+1 counter on it. It gains haste until end of turn.",6/5,https://scryfall.com/card/mom/337/surrak-and-goreclaw
365,8.0,"Kamahl, Heart of Krosa",M,Creature,3.49,2.7,2.94,2.26,2.27,0.29,22978.0,1.5,{6}{G}{G},"At the beginning of combat on your turn, creatures you control get +3/+3 and gain trample until end of turn.{1}{G}: Until end of turn, target land you control becomes a 1/1 Elemental creature with vigilance, indestructible, and haste. It’s still a land.Partner(You can have two commanders if both have partner.)",5/5,https://scryfall.com/card/cmr/237/kamahl-heart-of-krosa
366,4.0,Immaculate Magistrate,R,Creature,0.79,0.28,0.55,0.28,0.02,0.34,22870.0,1.5,{3}{G},{T}: Put a +1/+1 counter on target creature for each Elf you control.,2/2,https://scryfall.com/card/gn3/98/immaculate-magistrate
367,1.0,Hungering Hydra,R,Creature,1.79,2.2,1.84,0.57,0.02,0.27,22706.0,1.5,{X}{G},"Hungering Hydra enters the battlefield with X +1/+1 counters on it.Hungering Hydra can’t be blocked by more than one creature.Whenever Hungering Hydra is dealt damage, put that many +1/+1 counters on it.(It must survive the damage to get the counters.)",0/0,https://scryfall.com/card/c20/177/hungering-hydra
368,4.0,Migratory Greathorn,C,Creature,0.35,0.09,0.11,0.08,0.03,0.11,22612.0,1.5,{3}{G},"Mutate{2}{G}(If you cast this spell for its mutate cost, put it over or under target non-Human creature you own. They mutate into the creature on top plus all abilities from under it.)Whenever this creature mutates, search your library for a basic land card, put it onto the battlefield tapped, then shuffle.",3/4,https://scryfall.com/card/iko/165/migratory-greathorn
369,2.0,Biophagus,R,Creature,9.49,8.8,8.84,8.22,,0.18,22558.0,1.5,{1}{G},"Genomic Enhancement—{T}: Add one mana of any color. If this mana is spent to cast a creature spell, that creature enters the battlefield with an additional +1/+1 counter on it.",1/3,https://scryfall.com/card/40k/87/biophagus
370,2.0,Ordeal of Nylea,U,Enchantment,0.35,0.1,0.18,0.12,0.03,0.11,22423.0,1.5,{1}{G},"Enchant creatureWhenever enchanted creature attacks, put a +1/+1 counter on it. Then if it has three or more +1/+1 counters on it, sacrifice Ordeal of Nylea.When you sacrifice Ordeal of Nylea, search your library for up to two basic land cards, put them onto the battlefield tapped, then shuffle.",,https://scryfall.com/card/j22/699/ordeal-of-nylea
371,6.0,Phyrexian Swarmlord,R,Creature,1.99,0.93,2.2,1.03,0.02,0.83,22406.0,1.5,{4}{G}{G},"Infect(This creature deals damage to creatures in the form of -1/-1 counters and to players in the form of poison counters.)At the beginning of your upkeep, create a 1/1 green Phyrexian Insect creature token with infect for each poison counter your opponents have.",4/4,https://scryfall.com/card/onc/111/phyrexian-swarmlord
372,3.0,Obscuring Haze,R,Instant,2.29,1.13,2.2,1.47,0.48,0.56,22347.0,1.5,{2}{G},"If you control a commander, you may cast this spell without paying its mana cost.Prevent all damage that would be dealt this turn by creatures your opponents control.",,https://scryfall.com/card/cmm/308/obscuring-haze
373,3.0,"Pir, Imaginative Rascal",R,Creature,8.99,6.94,8.84,9.34,3.55,0.25,22078.0,1.4,{2}{G},"Partner with Toothy, Imaginary Friend(When this creature enters the battlefield, target player may put Toothy into their hand from their library, then shuffle.)If one or more counters would be put on a permanent your team controls, that many plus one of each of those kinds of counters are put on that permanent instead.",1/1,https://scryfall.com/card/sld/1050/pir-imaginative-rascal
374,4.0,Questing Beast,M,Creature,6.49,5.64,6.26,4.56,0.51,0.82,22070.0,1.4,{2}{G}{G},"Vigilance, deathtouch, hasteQuesting Beast can’t be blocked by creatures with power 2 or less.Combat damage that would be dealt by creatures you control can’t be prevented.Whenever Questing Beast deals combat damage to an opponent, it deals that much damage to target planeswalker that player controls.",4/4,https://scryfall.com/card/plist/1276/questing-beast
375,1.0,Thirsting Roots,C,Sorcery,0.59,0.25,0.55,0.14,0.03,0.1,22058.0,1.4,{G},"Choose one —• Search your library for a basic land card, reveal it, put it into your hand, then shuffle.• Proliferate.(Choose any number of permanents and/or players, then give each another counter of each kind already there.)",,https://scryfall.com/card/one/185/thirsting-roots
376,3.0,Far Wanderings,C,Sorcery,0.69,0.25,0.55,0.17,0.04,0.08,22035.0,1.4,{2}{G},"Search your library for a basic land card, put that card onto the battlefield tapped, then shuffle.Threshold— If seven or more cards are in your graveyard, instead search your library for up to three basic land cards, put them onto the battlefield tapped, then shuffle.",,https://scryfall.com/card/znc/66/far-wanderings
377,2.0,Primordial Hydra,M,Creature,11.99,6.88,12.52,4.51,0.02,0.4,22030.0,1.4,{X}{G}{G},"Primordial Hydra enters the battlefield with X +1/+1 counters on it.At the beginning of your upkeep, double the number of +1/+1 counters on Primordial Hydra.Primordial Hydra has trample as long as it has ten or more +1/+1 counters on it.",0/0,https://scryfall.com/card/j22/712/primordial-hydra
378,15.0,Earthquake Dragon,R,Creature,2.49,1.01,2.57,1.57,1.77,0.31,21971.0,1.4,{14}{G},"This spell costs{X}less to cast, where X is the total mana value of Dragons you control.Flying, trample{2}{G}, Sacrifice a land: Return Earthquake Dragon from your graveyard to your hand.",10/10,https://scryfall.com/card/hbg/209/earthquake-dragon
379,3.0,Grow from the Ashes,C,Sorcery,0.79,0.25,0.73,0.17,0.03,0.05,21953.0,1.4,{2}{G},"Kicker{2}(You may pay an additional{2}as you cast this spell.)Search your library for a basic land card, put it onto the battlefield, then shuffle. If this spell was kicked, instead search your library for two basic land cards, put them onto the battlefield, then shuffle.",,https://scryfall.com/card/dom/164/grow-from-the-ashes
380,2.0,Leaf-Crowned Visionary,R,Creature,4.49,3.04,4.42,4.04,0.35,0.26,21897.0,1.4,{G}{G},"Other Elves you control get +1/+1.Whenever you cast an Elf spell, you may pay{G}. If you do, draw a card.",1/1,https://scryfall.com/card/dmu/167/leaf-crowned-visionary
381,3.0,Hornet Nest,R,Creature,0.99,0.66,1.1,0.33,0.02,0.24,21888.0,1.4,{2}{G},"Defender(This creature can’t attack.)Whenever Hornet Nest is dealt damage, create that many 1/1 green Insect creature tokens with flying and deathtouch.(Any amount of damage a creature with deathtouch deals to a creature is enough to destroy it.)",0/2,https://scryfall.com/card/scd/189/hornet-nest
382,3.0,Skullwinder,U,Creature,0.35,0.11,0.18,0.11,0.22,0.11,21804.0,1.4,{2}{G},"DeathtouchWhen Skullwinder enters the battlefield, return target card from your graveyard to your hand, then choose an opponent. That player returns a card from their graveyard to their hand.",1/3,https://scryfall.com/card/clb/256/skullwinder
383,2.0,Infectious Bite,U,Instant,0.35,0.38,0.18,0.18,0.03,0.39,21791.0,1.4,{1}{G},Target creature you control deals damage equal to its power to target creature you don’t control. Each opponent gets a poison counter.,,https://scryfall.com/card/one/172/infectious-bite
384,2.0,Nylea's Intervention,R,Sorcery,0.99,0.43,0.73,0.36,0.02,0.18,21753.0,1.4,{X}{G}{G},"Choose one —• Search your library for up to X land cards, reveal them, put them into your hand, then shuffle.• Nylea’s Intervention deals twice X damage to each creature with flying.",,https://scryfall.com/card/thb/188/nyleas-intervention
385,7.0,"Nissa, Ascended Animist",M,Planeswalker,3.99,4.29,3.68,3.98,1.22,0.46,21697.0,1.4,{3}{G}{G}{G/P}{G/P},"Compleated({G/P}can be paid with{G}or 2 life. For each{G/P}paid with life, this planeswalker enters with two fewer loyalty counters.)+1: Create an X/X green Phyrexian Horror creature token, where X is Nissa, Ascended Animist’s loyalty.−1: Destroy target artifact or enchantment.−7: Until end of turn, creatures you control get +1/+1 for each Forest you control and gain trample.",Loyalty: 7,https://scryfall.com/card/one/175/nissa-ascended-animist
386,3.0,Unbound Flourishing,M,Enchantment,12.99,10.14,14.0,10.06,0.06,0.64,21692.0,1.4,{2}{G},"Whenever you cast a permanent spell with a mana cost that contains{X}, double the value of X.Whenever you cast an instant or sorcery spell or activate an ability, if that spell’s mana cost or that ability’s activation cost contains{X}, copy that spell or ability. You may choose new targets for the copy.",,https://scryfall.com/card/plist/376/unbound-flourishing
387,1.0,Green Sun's Twilight,R,Sorcery,0.49,0.31,0.26,0.21,0.02,0.25,21567.0,1.4,{X}{G},"Reveal the top X plus one cards of your library. Choose a creature card and/or a land card from among them. Put those cards into your hand and the rest on the bottom of your library in a random order. If X is 5 or more, instead put the chosen cards onto the battlefield or into your hand and the rest on the bottom of your library in a random order.",,https://scryfall.com/card/one/169/green-suns-twilight
388,5.0,Blossoming Bogbeast,R,Creature,6.99,4.07,7.0,6.49,0.55,0.24,21555.0,1.4,{4}{G},"Whenever Blossoming Bogbeast attacks, you gain 2 life. Then creatures you control gain trample and get +X/+X until end of turn, where X is the amount of life you gained this turn.",3/3,https://scryfall.com/card/c21/59/blossoming-bogbeast
389,2.0,Smell Fear,C,Sorcery,0.35,0.14,0.11,0.09,0.03,0.15,21517.0,1.4,{1}{G},"Proliferate.(Choose any number of permanents and/or players, then give each another counter of each kind already there.)Target creature you control fights up to one target creature you don’t control.",,https://scryfall.com/card/j21/638/smell-fear
390,5.0,Golgari Grave-Troll,R,Creature,2.99,2.39,2.94,1.37,0.03,0.37,21415.0,1.4,{4}{G},"Golgari Grave-Troll enters the battlefield with a +1/+1 counter on it for each creature card in your graveyard.{1}, Remove a +1/+1 counter from Golgari Grave-Troll: Regenerate Golgari Grave-Troll.Dredge 6(If you would draw a card, you may mill six cards instead. If you do, return this card from your graveyard to your hand.)",0/0,https://scryfall.com/card/uma/167/golgari-grave-troll
391,7.0,Colossification,R,Enchantment,1.49,1.13,2.2,0.23,0.02,0.27,21349.0,1.4,{5}{G}{G},"Enchant creatureWhen Colossification enters the battlefield, tap enchanted creature.Enchanted creature gets +20/+20.",,https://scryfall.com/card/iko/148/colossification
392,3.0,Food Chain,M,Enchantment,12.99,14.09,12.52,10.19,1.69,1.36,21313.0,1.4,{2}{G},"Exile a creature you control: Add X mana of any one color, where X is 1 plus the exiled creature’s mana value. Spend this mana only to cast creature spells.",,https://scryfall.com/card/2x2/147/food-chain
393,6.0,Primordial Sage,R,Creature,0.79,0.3,0.73,0.43,0.02,0.27,21281.0,1.4,{4}{G}{G},"Whenever you cast a creature spell, you may draw a card.",4/5,https://scryfall.com/card/jmp/422/primordial-sage
394,4.0,Elvish Piper,R,Creature,3.49,2.62,2.94,1.75,0.02,0.69,21202.0,1.4,{3}{G},"{G},{T}: You may put a creature card from your hand onto the battlefield.",1/1,https://scryfall.com/card/ltc/239/elvish-piper
395,2.0,Song of Freyalise,U,Enchantment,0.99,0.92,0.73,0.46,0.03,0.17,21172.0,1.4,{1}{G},"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)I, II — Until your next turn, creatures you control gain “{T}: Add one mana of any color.”III — Put a +1/+1 counter on each creature you control. Those creatures gain vigilance, trample, and indestructible until end of turn.",,https://scryfall.com/card/plist/625/song-of-freyalise
396,6.0,Death's Presence,R,Enchantment,0.49,0.16,0.26,0.19,0.02,0.26,21155.0,1.4,{5}{G},"Whenever a creature you control dies, put X +1/+1 counters on target creature you control, where X is the power of the creature that died.",,https://scryfall.com/card/40k/212/deaths-presence
397,1.0,Vitalize,C,Instant,1.49,0.85,1.1,0.76,0.04,0.42,21120.0,1.4,{G},Untap all creatures you control.,,https://scryfall.com/card/6ed/265/vitalize
398,6.0,Regal Behemoth,R,Creature,0.49,0.46,0.73,0.25,0.1,0.27,20876.0,1.4,{4}{G}{G},"TrampleWhen Regal Behemoth enters the battlefield, you become the monarch.Whenever you tap a land for mana while you’re the monarch, add an additional one mana of any color.",5/5,https://scryfall.com/card/lcc/251/regal-behemoth
399,5.0,Hour of Promise,R,Sorcery,0.59,0.78,0.55,0.86,0.02,0.18,20866.0,1.4,{4}{G},"Search your library for up to two land cards, put them onto the battlefield tapped, then shuffle. Then if you control three or more Deserts, create two 2/2 black Zombie creature tokens.",,https://scryfall.com/card/akr/197/hour-of-promise
400,2.0,Into the North,C,Sorcery,1.49,0.89,1.47,0.62,0.03,0.06,20781.0,1.3,{1}{G},"Search your library for a snow land card, put it onto the battlefield tapped, then shuffle.",,https://scryfall.com/card/ha5/16/into-the-north
401,3.0,Elvish Champion,R,Creature,6.49,5.45,6.26,5.3,0.02,0.41,20659.0,1.3,{1}{G}{G},Other Elf creatures get +1/+1 and have forestwalk.(They can’t be blocked as long as defending player controls a Forest.),2/2,https://scryfall.com/card/plist/866/elvish-champion
402,3.0,Timberwatch Elf,C,Creature,0.69,0.29,0.55,0.15,0.04,0.24,20653.0,1.3,{2}{G},"{T}: Target creature gets +X/+X until end of turn, where X is the number of Elves on the battlefield.",1/2,https://scryfall.com/card/khc/76/timberwatch-elf
403,5.0,Spider Spawning,U,Sorcery,0.35,0.16,0.26,0.09,0.03,0.18,9690.0,1.3,{4}{G},Create a 1/2 green Spider creature token with reach for each creature card in your graveyard.Flashback{6}{B}(You may cast this card from your graveyard for its flashback cost. Then exile it.),,https://scryfall.com/card/sis/56/spider-spawning
404,4.0,Rampant Rejuvenator,R,Creature,2.49,0.96,2.2,1.14,2.54,0.21,20539.0,1.3,{3}{G},"Rampant Rejuvenator enters the battlefield with two +1/+1 counters on it.When Rampant Rejuvenator dies, search your library for up to X basic land cards, where X is Rampant Rejuvenator’s power, put them onto the battlefield, then shuffle.",0/0,https://scryfall.com/card/nec/28/rampant-rejuvenator
405,3.0,Feline Sovereign,R,Creature,1.29,0.54,1.1,0.46,0.02,0.2,20367.0,1.3,{2}{G},"Other Cats you control get +1/+1 and have protection from Dogs.Whenever one or more Cats you control deal combat damage to a player, destroy up to one target artifact or enchantment that player controls.",2/3,https://scryfall.com/card/m21/180/feline-sovereign
406,3.0,"Reki, the History of Kamigawa",R,Creature,7.99,6.17,7.0,6.32,0.02,0.34,20166.0,1.3,{2}{G},"Whenever you cast a legendary spell, draw a card.",1/2,https://scryfall.com/card/sld/263/reki-the-history-of-kamigawa
407,3.0,Viridian Corrupter,U,Creature,0.39,0.21,0.26,0.18,0.04,0.57,20092.0,1.3,{1}{G}{G},"Infect(This creature deals damage to creatures in the form of -1/-1 counters and to players in the form of poison counters.)When Viridian Corrupter enters the battlefield, destroy target artifact.",2/2,https://scryfall.com/card/onc/113/viridian-corrupter
408,2.0,Assault Formation,R,Enchantment,1.29,0.76,1.47,0.4,0.02,0.24,20041.0,1.3,{1}{G},Each creature you control assigns combat damage equal to its toughness rather than its power.{G}: Target creature with defender can attack this turn as though it didn’t have defender.{2}{G}: Creatures you control get +0/+1 until end of turn.,,https://scryfall.com/card/plist/615/assault-formation
409,5.0,Contaminant Grafter,R,Creature,2.99,1.76,2.94,1.5,2.2,0.51,20036.0,1.3,{4}{G},"Trample, toxic 1Whenever one or more creatures you control deal combat damage to one or more players, proliferate.Corrupted— At the beginning of your end step, if an opponent has three or more poison counters, draw a card, then you may put a land card from your hand onto the battlefield.",5/5,https://scryfall.com/card/onc/17/contaminant-grafter
